
Time	Session	Type	ReqestId	Status	Syntax	OID	Value
1.147	192.168.1.72	RESPONSE	1704284866	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.3.127	target/snmpTargetAddrEntry
1.147	192.168.1.72	GETNEXT	1704284868	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.3.127	
1.147	192.168.1.72	RESPONSE	1704284868	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.4.127	target/snmpTargetAddrEntry
1.147	192.168.1.72	GETNEXT	1704284870	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.4.127	
1.147	192.168.1.72	RESPONSE	1704284870	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.5.127	target/snmpTargetAddrEntry
1.147	192.168.1.72	GETNEXT	1704284872	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.5.127	
1.148	192.168.1.72	RESPONSE	1704284872	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.6.127	target/snmpTargetAddrEntry
1.148	192.168.1.72	GETNEXT	1704284874	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.6.127	
1.148	192.168.1.72	RESPONSE	1704284874	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.7.127	target/snmpTargetAddrEntry
1.148	192.168.1.72	GETNEXT	1704284876	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.7.127	
1.148	192.168.1.72	RESPONSE	1704284876	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.8.127	target/snmpTargetAddrEntry
1.148	192.168.1.72	GETNEXT	1704284878	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.8.127	
1.148	192.168.1.72	RESPONSE	1704284878	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.9.127	target/snmpTargetAddrEntry
1.148	192.168.1.72	GETNEXT	1704284880	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.2.1.9.127	
1.148	192.168.1.72	RESPONSE	1704284880	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.2.127	target/snmpTargetParamsEntry
1.148	192.168.1.72	GETNEXT	1704284882	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.2.127	
1.149	192.168.1.72	RESPONSE	1704284882	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.3.127	target/snmpTargetParamsEntry
1.149	192.168.1.72	GETNEXT	1704284884	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.3.127	
1.149	192.168.1.72	RESPONSE	1704284884	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.4.127	target/snmpTargetParamsEntry
1.149	192.168.1.72	GETNEXT	1704284886	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.4.127	
1.149	192.168.1.72	RESPONSE	1704284886	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.5.127	target/snmpTargetParamsEntry
1.149	192.168.1.72	GETNEXT	1704284888	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.5.127	
1.149	192.168.1.72	RESPONSE	1704284888	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.6.127	target/snmpTargetParamsEntry
1.149	192.168.1.72	GETNEXT	1704284890	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.6.127	
1.149	192.168.1.72	RESPONSE	1704284890	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.7.127	target/snmpTargetParamsEntry
1.149	192.168.1.72	GETNEXT	1704284892	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.12.1.3.1.7.127	
1.15	192.168.1.72	RESPONSE	1704284892	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.2.127	snmpNotifyTable
1.15	192.168.1.72	GETNEXT	1704284894	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.2.127	
1.15	192.168.1.72	RESPONSE	1704284894	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.3.127	snmpNotifyTable
1.15	192.168.1.72	GETNEXT	1704284896	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.3.127	
1.15	192.168.1.72	RESPONSE	1704284896	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.4.127	snmpNotifyTable
1.15	192.168.1.72	GETNEXT	1704284898	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.4.127	
1.15	192.168.1.72	RESPONSE	1704284898	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.5.127	snmpNotifyTable
1.15	192.168.1.72	GETNEXT	1704284900	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.1.1.5.127	
1.15	192.168.1.72	RESPONSE	1704284900	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.2.1.1.127	snmpNotifyFilterProfileTable
1.15	192.168.1.72	GETNEXT	1704284902	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.2.1.1.127	
1.151	192.168.1.72	RESPONSE	1704284902	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.2.1.2.127	snmpNotifyFilterProfileTable
1.151	192.168.1.72	GETNEXT	1704284904	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.2.1.2.127	
1.151	192.168.1.72	RESPONSE	1704284904	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.2.1.3.127	snmpNotifyFilterProfileTable
1.151	192.168.1.72	GETNEXT	1704284906	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.13.1.2.1.3.127	
1.151	192.168.1.72	RESPONSE	1704284906	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.2.1.3.127	mibII/vacm:sec2group
1.151	192.168.1.72	GETNEXT	1704284908	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.2.1.3.127	
1.151	192.168.1.72	RESPONSE	1704284908	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.2.1.4.127	mibII/vacm:sec2group
1.151	192.168.1.72	GETNEXT	1704284910	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.2.1.4.127	
1.151	192.168.1.72	RESPONSE	1704284910	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.2.1.5.127	mibII/vacm:sec2group
1.151	192.168.1.72	GETNEXT	1704284912	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.2.1.5.127	
1.152	192.168.1.72	RESPONSE	1704284912	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.4.127	mibII/vacm:access
1.152	192.168.1.72	GETNEXT	1704284914	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.4.127	
1.152	192.168.1.72	RESPONSE	1704284914	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.5.127	mibII/vacm:access
1.152	192.168.1.72	GETNEXT	1704284916	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.5.127	
1.152	192.168.1.72	RESPONSE	1704284916	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.6.127	mibII/vacm:access
1.152	192.168.1.72	GETNEXT	1704284918	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.6.127	
1.152	192.168.1.72	RESPONSE	1704284918	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.7.127	mibII/vacm:access
1.152	192.168.1.72	GETNEXT	1704284920	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.7.127	
1.152	192.168.1.72	RESPONSE	1704284920	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.8.127	mibII/vacm:access
1.152	192.168.1.72	GETNEXT	1704284922	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.8.127	
1.153	192.168.1.72	RESPONSE	1704284922	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.9.127	mibII/vacm:access
1.153	192.168.1.72	GETNEXT	1704284924	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.11.1.3.6.1.6.3.16.1.4.1.9.127	
1.153	192.168.1.72	RESPONSE	1704284924	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.2.127	dlmod
1.153	192.168.1.72	GETNEXT	1704284926	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.2.127	
1.153	192.168.1.72	RESPONSE	1704284926	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.3.127	dlmod
1.153	192.168.1.72	GETNEXT	1704284928	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.3.127	
1.153	192.168.1.72	RESPONSE	1704284928	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.4.127	dlmod
1.153	192.168.1.72	GETNEXT	1704284930	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.4.127	
1.154	192.168.1.72	RESPONSE	1704284930	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.5.127	dlmod
1.154	192.168.1.72	GETNEXT	1704284932	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.14.2.1.5.127	
1.154	192.168.1.72	RESPONSE	1704284932	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.1.127	diskio
1.154	192.168.1.72	GETNEXT	1704284934	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.1.127	
1.154	192.168.1.72	RESPONSE	1704284934	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.2.127	diskio
1.154	192.168.1.72	GETNEXT	1704284936	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.2.127	
1.155	192.168.1.72	RESPONSE	1704284936	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.3.127	diskio
1.155	192.168.1.72	GETNEXT	1704284938	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.3.127	
1.156	192.168.1.72	RESPONSE	1704284938	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.4.127	diskio
1.156	192.168.1.72	GETNEXT	1704284940	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.4.127	
1.156	192.168.1.72	RESPONSE	1704284940	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.5.127	diskio
1.156	192.168.1.72	GETNEXT	1704284942	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.5.127	
1.156	192.168.1.72	RESPONSE	1704284942	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.6.127	diskio
1.156	192.168.1.72	GETNEXT	1704284944	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.6.127	
1.156	192.168.1.72	RESPONSE	1704284944	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.12.127	diskio
1.156	192.168.1.72	GETNEXT	1704284946	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.12.127	
1.156	192.168.1.72	RESPONSE	1704284946	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.13.127	diskio
1.156	192.168.1.72	GETNEXT	1704284948	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.15.1.1.13.127	
1.157	192.168.1.72	RESPONSE	1704284948	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.2.1.1.127	lmSensors
1.157	192.168.1.72	GETNEXT	1704284950	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.2.1.1.127	
1.157	192.168.1.72	RESPONSE	1704284950	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.2.1.2.127	lmSensors
1.157	192.168.1.72	GETNEXT	1704284952	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.2.1.2.127	
1.157	192.168.1.72	RESPONSE	1704284952	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.2.1.3.127	lmSensors
1.157	192.168.1.72	GETNEXT	1704284954	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.2.1.3.127	
1.157	192.168.1.72	RESPONSE	1704284954	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.3.1.1.127	lmSensors
1.157	192.168.1.72	GETNEXT	1704284956	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.3.1.1.127	
1.157	192.168.1.72	RESPONSE	1704284956	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.3.1.2.127	lmSensors
1.158	192.168.1.72	GETNEXT	1704284958	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.3.1.2.127	
1.158	192.168.1.72	RESPONSE	1704284958	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.3.1.3.127	lmSensors
1.158	192.168.1.72	GETNEXT	1704284960	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.3.1.3.127	
1.158	192.168.1.72	RESPONSE	1704284960	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.4.1.1.127	lmSensors
1.158	192.168.1.72	GETNEXT	1704284962	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.4.1.1.127	
1.158	192.168.1.72	RESPONSE	1704284962	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.4.1.2.127	lmSensors
1.158	192.168.1.72	GETNEXT	1704284964	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.4.1.2.127	
1.158	192.168.1.72	RESPONSE	1704284964	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.4.1.3.127	lmSensors
1.158	192.168.1.72	GETNEXT	1704284966	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.4.1.3.127	
1.159	192.168.1.72	RESPONSE	1704284966	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.5.1.1.127	lmSensors
1.159	192.168.1.72	GETNEXT	1704284968	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.5.1.1.127	
1.159	192.168.1.72	RESPONSE	1704284968	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.5.1.2.127	lmSensors
1.159	192.168.1.72	GETNEXT	1704284970	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.5.1.2.127	
1.159	192.168.1.72	RESPONSE	1704284970	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.5.1.3.127	lmSensors
1.159	192.168.1.72	GETNEXT	1704284972	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.4.1.2021.13.16.5.1.3.127	
1.159	192.168.1.72	RESPONSE	1704284972	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.3.127	snmpv3/usmUser
1.159	192.168.1.72	GETNEXT	1704284974	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.3.127	
1.159	192.168.1.72	RESPONSE	1704284974	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.4.127	snmpv3/usmUser
1.16	192.168.1.72	GETNEXT	1704284976	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.4.127	
1.16	192.168.1.72	RESPONSE	1704284976	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.5.127	snmpv3/usmUser
1.16	192.168.1.72	GETNEXT	1704284978	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.5.127	
1.16	192.168.1.72	RESPONSE	1704284978	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.6.127	snmpv3/usmUser
1.16	192.168.1.72	GETNEXT	1704284980	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.6.127	
1.16	192.168.1.72	RESPONSE	1704284980	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.7.127	snmpv3/usmUser
1.16	192.168.1.72	GETNEXT	1704284982	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.7.127	
1.16	192.168.1.72	RESPONSE	1704284982	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.8.127	snmpv3/usmUser
1.16	192.168.1.72	GETNEXT	1704284984	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.8.127	
1.161	192.168.1.72	RESPONSE	1704284984	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.9.127	snmpv3/usmUser
1.161	192.168.1.72	GETNEXT	1704284986	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.9.127	
1.161	192.168.1.72	RESPONSE	1704284986	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.10.127	snmpv3/usmUser
1.161	192.168.1.72	GETNEXT	1704284988	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.10.127	
1.161	192.168.1.72	RESPONSE	1704284988	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.11.127	snmpv3/usmUser
1.161	192.168.1.72	GETNEXT	1704284990	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.11.127	
1.161	192.168.1.72	RESPONSE	1704284990	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.12.127	snmpv3/usmUser
1.161	192.168.1.72	GETNEXT	1704284992	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.12.127	
1.161	192.168.1.72	RESPONSE	1704284992	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.13.127	snmpv3/usmUser
1.161	192.168.1.72	GETNEXT	1704284994	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.15.1.2.2.1.13.127	
1.162	192.168.1.72	RESPONSE	1704284994	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.3.127	mibII/vacm:view
1.162	192.168.1.72	GETNEXT	1704284996	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.3.127	
1.162	192.168.1.72	RESPONSE	1704284996	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.4.127	mibII/vacm:view
1.162	192.168.1.72	GETNEXT	1704284998	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.4.127	
1.162	192.168.1.72	RESPONSE	1704284998	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.5.127	mibII/vacm:view
1.162	192.168.1.72	GETNEXT	1704285000	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.5.127	
1.162	192.168.1.72	RESPONSE	1704285000	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.6.127	mibII/vacm:view
1.162	192.168.1.72	GETNEXT	1704285002	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.4.0.12.1.3.6.1.6.3.16.1.5.2.1.6.127	
1.163	192.168.1.72	RESPONSE	1704285002	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.1.0.0	80
1.163	192.168.1.72	GETNEXT	1704285004	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.5.0.1.0.0	
1.163	192.168.1.72	RESPONSE	1704285004	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.1.1.0	80
1.163	192.168.1.72	GETNEXT	1704285006	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.5.0.1.1.0	
1.163	192.168.1.72	RESPONSE	1704285006	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.1.2.0	80
1.163	192.168.1.72	GETNEXT	1704285008	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.5.0.1.2.0	
1.163	192.168.1.72	RESPONSE	1704285008	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.4.127	80
1.163	192.168.1.72	GETNEXT	1704285010	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.4.127	
1.163	192.168.1.72	RESPONSE	1704285010	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.5.127	80
1.163	192.168.1.72	GETNEXT	1704285012	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.5.127	
1.163	192.168.1.72	RESPONSE	1704285012	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.6.127	80
1.163	192.168.1.72	GETNEXT	1704285014	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.6.127	
1.164	192.168.1.72	RESPONSE	1704285014	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.7.127	80
1.164	192.168.1.72	GETNEXT	1704285016	0(Success)		1.3.6.1.4.1.8072.1.2.1.1.5.0.7.1.3.6.1.2.1.7.127	
1.164	192.168.1.72	RESPONSE	1704285016	0(Success)	OCTET STRING	1.3.6.1.4.1.8072.1.2.1.1.5.0.8.1.3.6.1.2.1.1.1.127	c0
